car_name,car_year,car_price,car_color,car_fuel,car_origin,car_license,car_gear,car_glass,car_motor_power,car_speedometer,car_number_of_passengers,car_driver_system_type,car_payment_method,car_previous_owners,car_sunroof,car_magnesium_rims
تويوتا كورولا,1996,26000,رصاصي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,000,4+1,دفع أمامي,إمكانية التقسيط,يد 3,,1
فولكسفاجن بولو,2014,48500,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,148,3+1,,نقدا فقط,,1,1
سكودا فابيا,2006,22000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,4+1,,إمكانية التقسيط,,,1
بي ام دبليو كوبرا,1997,38000,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,0000,4+1,,نقدا فقط,8,1,1
هوندا اكورد,1995,25000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,6006869666666686855888,4+1,دفع أمامي,إمكانية التقسيط,4,1,1
ميتسوبيشي اوت لاندر,2016,90000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,60000,6+1,دفع أمامي,إمكانية التقسيط,يد صفر,1,1
اوبل كاديت,1986,11111,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,000000,4+1,,نقدا فقط,,,
هونداي كونا,2019,110000,أزرق سماوي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,4000,4+1,دفع أمامي,إمكانية التقسيط,صفر,,1
سكودا اوكتافيا,2017,83000,أبيض عاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,190000,4+1,دفع أمامي,نقدا فقط,,,1
كيا اوبتيما,2018,94000,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,60000,4+1,دفع خلفي,نقدا فقط,2,1,1
سيت ليون,2020,120000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,3000,,,نقدا فقط,,1,1
هونداي توسان,2018,110000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,دفع أمامي,نقدا فقط,,,
هونداي سانتافيه,2018,142000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,92000,6+1,دفع رباعي 4x4,نقدا فقط,0,,1
كيا سبورتاج,2017,95000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1700,72000,4+1,دفع أمامي,نقدا فقط,1,,1
فولكسفاجن كادي,2015,90000,رصاصي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,15000,6+1,دفع أمامي,نقدا فقط,يدى اوله,,
سكودا كاميك,2020,147000,بيج,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,95000,,دفع أمامي,إمكانية التقسيط,0,1,1
سكودا اوكتافيا,2012,65000,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,21000,4+1,دفع أمامي,نقدا فقط,,,1
دايو لانوس,2001,22500,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,,4+1,,إمكانية التقسيط,,,
اوبل كورسا,2018,61000,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,51000,4+1,دفع أمامي,نقدا فقط,يد ثانية,,1
سكودا سوبيرب,2017,135000,رمادي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,,,إمكانية التقسيط,,,
سكودا اوكتافيا,2002,31000,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,000000,4+1,دفع أمامي,إمكانية التقسيط,3,,
بي ام دبليو ميني كوبر,2009,65000,ذهبي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,157000,3+1,,إمكانية التقسيط,,1,1
سيت ليون,2020,107999,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,15000,4+1,دفع أمامي,إمكانية التقسيط,,,1
بي ام دبليو ٢٠٠٦,2006,70000,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,175000,,دفع رباعي 4x4,إمكانية التقسيط,,1,1
سيت ارونا,2020,104999,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,21000,4+1,دفع أمامي,إمكانية التقسيط,,,1
فيات تيبو,1990,12000,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,000000,4+1,دفع أمامي,نقدا فقط,12,,1
هونداي توسان,2008,47000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,,نقدا فقط,4,1,1
اوبل كورسا,2016,55000,أخضر,بنزين,خصوصي,فلسطينية,عادي,يدوي,1400,,4+1,دفع أمامي,إمكانية التقسيط,يد اولى,,
فولكسفاجن جولف,2000,36000,أبيض عاجي,بنزين,حكومي,فلسطينية,عادي,الكتروني,1600,0000000,4+1,,إمكانية التقسيط,4,,1
سانغ يونغ ركستون,2011,85000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2700,,6+1,دفع رباعي 4x4,نقدا فقط,,1,1
فولكسفاجن جولف,2016,115000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,63000,4+1,دفع أمامي,نقدا فقط,2,1,1
فورد فوكس,2008,36000,سكني,بنزين,حكومي,فلسطينية,اوتوماتيك,الكتروني,1600,00,4+1,دفع أمامي,إمكانية التقسيط,00,,1
هوندا سيفيك,2007,39000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,122,4+1,,إمكانية التقسيط,3,,1
فولكسفاجن GTI,2019,170000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,59000,4+1,دفع أمامي,إمكانية التقسيط,0,1,1
مرسيدس E350,2019,267000,أبيض,هايبرد,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,54000,4+1,دفع خلفي,نقدا فقط,1,1,1
سكودا اوكتافيا,2012,58000,أزرق سماوي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,24500,4+1,,نقدا فقط,٢,,1
فولكسفاجن جولف,2014,84999,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,140000,4+1,دفع أمامي,نقدا فقط,4,,1
جاجوار   xf,2015,142000,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,90000,4+1,دفع رباعي 4x4,إمكانية التقسيط,2,1,1
كيا برايد,2014,55000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,94000,,,إمكانية التقسيط,2,,1
سكودا سكالا,2020,130000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,20000,4+1,دفع أمامي,نقدا فقط,0,1,1
سكودا يتي,2012,95000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,,,إمكانية التقسيط,,1,1
بيجو بارتنر,2016,60000,بترولي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,120,6+1,,نقدا فقط,ثانيه,,1
بي ام دبليو 530,2018,250000,أبيض,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2000,47000,4+1,,نقدا فقط,00,1,1
مرسيدس 250,2015,137000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,40000,5+1,,نقدا فقط,يد ثانية,1,1
فولكسفاجن باسات,2015,115000,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,100000,4+1,دفع أمامي,نقدا فقط,يد اولى,1,1
فورد فوكس,2016,64000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,86000,4+1,دفع أمامي,نقدا فقط,يد ثانية,,
هونداي اكسنت,2016,57000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,100000,4+1,دفع أمامي,نقدا فقط,1,,1
هونداي كونا,2019,86800,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,99000,4+1,دفع أمامي,نقدا فقط,0,1,1
سكودا كودياك,2018,170000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,124,6+1,دفع رباعي 4x4,نقدا فقط,0,,1
فيات بونتو,2009,25000,سكني,بنزين,تأجير,فلسطينية,عادي,الكتروني,1400,,,,إمكانية التقسيط,,,1
بيجو 3008,2017,105000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,95000,4+1,دفع أمامي,إمكانية التقسيط,صفر,1,1
سكودا اوكتافيا,2012,48000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1600,0,4+1,,إمكانية التقسيط,,,1
كيا سورينتو,2019,195000,بترولي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,50000,6+1,دفع رباعي 4x4,نقدا فقط,1,1,1
كيا برايد,2008,37500,كرميدي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,118,,دفع أمامي,نقدا فقط,يد ثانيه,,1
فولكسفاجن ترانسبورتر,2013,100000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,200000,7+1,,نقدا فقط,يد اولى,,1
فورد فوكس,2014,45000,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,140000,4+1,,نقدا فقط,يد تالته,,1
فولكسفاجن GTI,2010,81000,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,دفع أمامي,نقدا فقط,يد اولى,1,1
سكودا اوكتافيا,2011,48500,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1600,,4+1,دفع أمامي,نقدا فقط,3,,1
كيا سورينتو,2020,175000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,45000,6+1,دفع رباعي 4x4,إمكانية التقسيط,مش منمر . (صفر),,1
هوندا CR-V,2006,38000,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,دفع رباعي 4x4,نقدا فقط,2,1,1
فورد فوكس,2012,42000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,120000,4+1,,نقدا فقط,,,
مرسيدس C220,1995,6000,سكني,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,2200,75000,4+1,دفع خلفي,نقدا فقط,6,,1
فولكسفاجن بورا,2005,40000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,12345568900,4+1,,إمكانية التقسيط,يد اولى,,1
بيجو 308 GT,2014,60000,بني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,100000,6+1,,إمكانية التقسيط,1,1,
فولكسفاجن بولو,2015,51500,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,14000,4+1,دفع أمامي,نقدا فقط,2,,1
سكودا اوكتافيا,2011,50000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,0500000,4+1,دفع أمامي,نقدا فقط,ثالثة,1,1
ستروين بيرلينجو,2015,60000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,115000,4+1,,إمكانية التقسيط,يد ثانيه,,
أفيكو ديلي,2011,65000,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,3000,00000,6+1,دفع خلفي,إمكانية التقسيط,١,,
سكودا اوكتافيا,2015,110000,أخضر,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,,,نقدا فقط,,,1
بيجو 207,2010,37000,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,83000,4+1,,نقدا فقط,يد ثانية,,
فورد فيستا,2014,47000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,160,,,نقدا فقط,3,,
سوبارو نمله,1983,10500,سكني,بنزين,خصوصي,فلسطينية,عادي,يدوي,1690,,4+1,دفع أمامي,نقدا فقط,,,
فيات بونتو,2008,32000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,,4+1,,إمكانية التقسيط,,,
فولكسفاجن جولف,2020,149000,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,40000,4+1,دفع أمامي,نقدا فقط,1,1,1
كيا ريو,2009,24000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1500,,4+1,,إمكانية التقسيط,5,,1
كيا ريو,2010,48000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1600,00000,4+1,دفع أمامي,نقدا فقط,٠٠٠٠٠٠,,1
هونداي الانترا,2015,65000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,90000,,,نقدا فقط,يد أولى,,1
هونداي الانترا,2011,47000,خمري,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1600,200,4+1,دفع أمامي,نقدا فقط,3,1,1
مازدا  سوداني,1995,17500,ذهبي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,300.00,4+1,دفع أمامي,نقدا فقط,٧,,1
هونداي الانترا,2001,21000,أبيض,بنزين,حكومي,فلسطينية,عادي,الكتروني,1600,,4+1,,نقدا فقط,يد أولى,,
بي ام دبليو 316,1988,15000,أزرق,بنزين,خصوصي,فلسطينية,عادي,يدوي,1800,,4+1,دفع خلفي,إمكانية التقسيط,,,1
سيت ليون,2020,126999,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,30000,4+1,دفع أمامي,إمكانية التقسيط,,1,1
اوبل اسكونا,1984,10500,بيج,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,,,نقدا فقط,,,
كيا سورينتو,2018,165000,بترولي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,50000,6+1,دفع أمامي,نقدا فقط,يد صفر,1,1
فولكسفاجن توران,2013,65000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,0000,6+1,دفع أمامي,نقدا فقط,0,,1
اوبل كورسا,2017,60000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,124000,4+1,دفع أمامي,نقدا فقط,يد ثالثة,,1
كيا سورينتو,2019,175000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,70000,6+1,دفع رباعي 4x4,نقدا فقط,,1,1
بيجو 307,2008,29000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,4+1,دفع أمامي,نقدا فقط,,,1
هونداي اكسنت,2016,62000,أزرق سماوي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,68,4+1,دفع أمامي,نقدا فقط,,,1
فولكسفاجن توران,2009,58000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1900,200,6+1,دفع أمامي,إمكانية التقسيط,3,1,
ستروين بيرلينجو,2020,99999,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,,4+1,دفع أمامي,إمكانية التقسيط,,,1
سكودا فابيا,2002,23000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,4+1,دفع أمامي,نقدا فقط,4,,
فولكسفاجن باسات,2006,50000,بني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,200000,4+1,دفع أمامي,إمكانية التقسيط,4,,1
فولكسفاجن كرافيل,2018,180000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,73000,7+1,,نقدا فقط,يد ثانية,,
بيجو بارتنر,2014,60000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,280000,6+1,دفع أمامي,إمكانية التقسيط,٢,,
فورد فوكس,2016,55000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,142000,4+1,دفع أمامي,إمكانية التقسيط,يد اولى,,1
بي ام دبليو 320,2006,30000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,دفع خلفي,إمكانية التقسيط,,1,1
فولكسفاجن LT,2005,35000,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,2500,75000,2+1,دفع أمامي,إمكانية التقسيط,٣,,
هونداي اكسنت,2014,53000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,178000,4+1,دفع أمامي,نقدا فقط,يد ثانية,,1
هونداي توسان,2007,50000,خمري,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,,إمكانية التقسيط,يد ثالثة,1,1
سكودا فابيا,2006,27000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,4+1,,نقدا فقط,رابعه,,
تويوتا كورولا,2019,129999,عدة الوان,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,33000,4+1,دفع أمامي,نقدا فقط,0,,1
هونداي سانتافيه,2019,175000,بني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,36500,6+1,دفع رباعي 4x4,نقدا فقط,0,1,1
سيت ابيزا,2012,40000,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,4+1,دفع أمامي,نقدا فقط,,,1
هونداي توسان,2018,118000,فضي,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2000,90000,4+1,دفع رباعي 4x4,نقدا فقط,3,,1
بيجو بارتنر,2014,68000,أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,185000,6+1,,إمكانية التقسيط,0,,1
مرسيدس E250,2014,153000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,101000,4+1,دفع خلفي,نقدا فقط,03,1,1
فولكسفاجن جولف,2020,138000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,33000,4+1,دفع أمامي,نقدا فقط,أستيراد ألماني,1,1
سكودا اوكتافيا,2014,85000,أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,123000,5+1,دفع أمامي,نقدا فقط,٤,,1
كيا فورتي,2009,45000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,200000,4+1,دفع أمامي,إمكانية التقسيط,يد ثاني,,1
بي ام دبليو X5,2017,330000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,170000,4+1,دفع رباعي 4x4,إمكانية التقسيط,1,1,1
فولكسفاجن باسات,1994,14000,خمري,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,,4+1,دفع أمامي,نقدا فقط,5,,1
فولكسفاجن كادي,2016,93000,أسود ميتالك,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,99000,6+1,دفع أمامي,نقدا فقط,٣,,1
دراجة نارية Sym wolf 250cc,2015,15000,أصفر,بنزين,تدريب سياقة,فلسطينية,عادي,الكتروني,250,,1+1,دفع خلفي,نقدا فقط,اولى,,
سكودا اوكتافيا,2012,68000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,170000,4+1,دفع أمامي,نقدا فقط,٢,,1
فيات بونتو,2007,30000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,150,4+1,دفع أمامي,نقدا فقط,1,,
هونداي توسان,2015,85000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,17000,4+1,دفع أمامي,نقدا فقط,يد ثانيه,1,1
سانغ يونغ ركستون,2008,45000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2700,180000,6+1,دفع رباعي 4x4,إمكانية التقسيط,ثالثه,1,1
هونداي كونا,2020,98000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,13,4+1,دفع أمامي,نقدا فقط,0,,1
فولكسفاجن بولو,2019,97000,عدة الوان,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,55432,4+1,دفع أمامي,إمكانية التقسيط,0,1,1
كيا برايد,2011,43000,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,120000,4+1,,إمكانية التقسيط,٤,,1
هونداي فيرنا,2002,27500,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,340000,4+1,دفع أمامي,نقدا فقط,5,,1
فورد فيستا,2012,37000,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,00,4+1,دفع أمامي,إمكانية التقسيط,00,,1
دايو ماتيز,2001,10000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,900,,,,إمكانية التقسيط,,,1
بيجو بارتنر,2008,33000,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,4+1,دفع أمامي,إمكانية التقسيط,2,,1
اوبل استرا,2006,33000,كحلي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,16000,4+1,دفع أمامي,إمكانية التقسيط,4,,1
سكودا اوكتافيا,2019,114000,أسود,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2000,181000,4+1,دفع أمامي,نقدا فقط,2,,1
هونداي اكسنت,2011,48000,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,130000,4+1,دفع أمامي,نقدا فقط,يد ثالثة,,1
كيا ريو,2012,34900,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1400,500000,4+1,,نقدا فقط,٣,,1
بي ام دبليو 320,2005,40000,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,40000,4+1,دفع خلفي,إمكانية التقسيط,4,1,1
سكودا اوكتافيا,2010,41000,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,000000,4+1,,إمكانية التقسيط,3,,
فولكسفاجن جولف,2008,41000,أبيض عاجي,ديزل,تدريب سياقة,فلسطينية,عادي,الكتروني,2000,305069,4+1,دفع أمامي,نقدا فقط,2,1,1
كيا بيكانتو,2015,43000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,47000,4+1,دفع أمامي,إمكانية التقسيط,١,1,1
فولكسفاجن جولف,2021,152000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,7,4+1,دفع أمامي,نقدا فقط,0,1,1
سكودا رابيد,2013,58000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,000,4+1,دفع أمامي,نقدا فقط,---,,
هونداي كونا,2019,113000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,270000,4+1,دفع أمامي,إمكانية التقسيط,0,,1
هونداي فيرنا,2007,36000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,124,,دفع أمامي,نقدا فقط,يد ثانيه,,
كيا بيكانتو,2012,35000,أخضر,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1250,200000,4+1,دفع أمامي,نقدا فقط,,,1
هونداي سانتافيه,2019,145000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,82,,دفع رباعي 4x4,نقدا فقط,0,,1
مرسيدس E220,2018,235000,رمادي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,120000,4+1,دفع خلفي,نقدا فقط,Zero,1,1
سكودا اوكتافيا,2014,75000,رمادي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,0000,4+1,دفع أمامي,إمكانية التقسيط,4,,1
مازدا 323,1996,22000,كرميدي,بنزين,حكومي,فلسطينية,عادي,الكتروني,1600,160000,4+1,دفع أمامي,نقدا فقط,5,,1
سكودا اوكتافيا,2010,50000,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,4+1,دفع أمامي,نقدا فقط,2,,1
هونداي اكسنت,2012,38000,أزرق سماوي,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1600,270000,1+1,دفع أمامي,نقدا فقط,,,1
كيا برايد,2014,52500,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,59000,4+1,دفع أمامي,نقدا فقط,يد ثانية,,1
سكودا اوكتافيا,2016,82000,أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,153000,,,نقدا فقط,,,1
بيجو بارتنر,1998,17500,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1690,,4+1,دفع أمامي,نقدا فقط,يد ثالثة,,
اوبل كورسا,2016,45000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,100000,4+1,,إمكانية التقسيط,يد ثانيه,,1
سكودا اوكتافيا,2014,5600,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1600,,,,نقدا فقط,,,
دايو لانوس,2001,22000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,0000000000,4+1,دفع أمامي,إمكانية التقسيط,,,1
مرسيدس GLA 250,2015,135000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,92000,4+1,,نقدا فقط,2,1,1
هونداي توسان,2012,68000,رصاصي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,,,إمكانية التقسيط,,,1
أفيكو ديلي,2012,65000,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,3000,315000,,دفع خلفي,إمكانية التقسيط,,,
فولكسفاجن كادي,2011,68000,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,297000,,دفع أمامي,إمكانية التقسيط,٣,,1
فيات بونتو,2007,28000,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,160,,دفع أمامي,إمكانية التقسيط,٣,,
كيا ريو,2014,45000,أبيض,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1400,110,4+1,دفع أمامي,إمكانية التقسيط,2,,
ستروين بيرلينجو,2021,110000,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1500,40000,4+1,,إمكانية التقسيط,يد اولى,,
ستروين  C4,2012,43000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,180000,4+1,دفع أمامي,نقدا فقط,يد اولى,,1
مرسيدس 230,2008,69000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,115,,دفع خلفي,نقدا فقط,يد ثانيه,1,1
فورد ترانزيت,1987,18000,أبيض,ديزل,خصوصي,فلسطينية,عادي,يدوي,2500,000,8+1,دفع خلفي,إمكانية التقسيط,5,,
فولكسفاجن بولو,2020,105000,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,70000,4+1,,إمكانية التقسيط,0,,1
فولكسفاجن كادي,2018,105000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,150000,6+1,دفع أمامي,نقدا فقط,0,,
هونداي توسان,2016,115000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,100000,4+1,دفع رباعي 4x4,نقدا فقط,,,1
رينو كابتر,2016,55000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,,4+1,دفع أمامي,إمكانية التقسيط,1,,1
كيا مورننغ,2019,630000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,30000,4+1,دفع أمامي,إمكانية التقسيط,0,,1
نيسان ميكرا,2012,35000,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,120,,دفع أمامي,نقدا فقط,يد ثالثه,,
